"","chlorides","sulphates","nitrates","phosphates","ammonium","calcium","LCBDall","LCBDrepl","LCBDnest","Beta.sorensenall","Beta.sorensen.turn","Beta.sorensen.nest","TaxaS","Dominance_D","Simpson_1.D","Shannon_H"
"BW41 O43",-0.976830844,-0.512887384,-1.305127232,1.161229899,-0.980516539,-0.434126321,0.200501638,0.384914122,-0.359440277,0.19017566,0.823643427,-0.83494028,-0.936162582,0.534074793,0.534086191,0.085694306
"O11 O43",-0.049174601,0.964963327,0.453063848,-1.113802826,1.215049286,-0.166339241,-0.972927383,-0.594414963,-0.584533373,-0.225097199,0.131414159,-0.470326208,0.193239977,-0.889932769,-0.889920842,-0.644626113
"O21 O43",-0.06438208,0.983067107,0.316575414,-0.355458584,0.90919932,-0.173542388,-0.989001062,-0.729072679,-0.365890686,0.220752856,0.131414159,0.118071267,0.757941256,-0.963046676,-0.963034721,-0.96633688
"O31 O43",-0.045362372,0.994598177,0.489850405,-0.010756656,1.330349868,-0.201648124,-0.881797274,-0.471891185,-0.652031453,0.550986507,1.201223025,-0.856584342,-0.936162582,-1.009885272,-1.0098733,-0.914567331
"O41 O43",-0.065811666,0.986382289,0.397024516,0.747587586,1.251459996,-0.203970634,0.904650429,0.882905518,-0.060357939,1.467641094,1.143133856,0.42973026,0.052064657,-0.885934353,-0.885922427,-0.618741339
"K11 O43",-1.202788298,-1.352551048,-1.162106605,-0.42439897,1.206553453,-1.339349818,-2.04395448,-1.874700505,-0.083307765,-1.680695392,-1.599159024,-0.109663592,-0.371461303,-0.678016682,-0.678004834,-0.443094656
"K21 O43",-1.204880879,-1.341639773,-1.161419006,-0.079697042,1.468710567,-1.328662905,-1.721702564,-1.162005364,-0.833007239,-1.047900766,-0.560815118,-0.643538815,-1.077337902,-0.886505555,-0.886493629,-1.149379213
"K31 O43",-1.19924541,-1.3448973,-1.127039047,-0.148637427,1.48084747,-1.317134505,-1.760317476,-1.583371072,-0.128767755,-1.586123884,-1.253044386,-0.441184729,0.616765936,-0.735708124,-0.735696254,-0.254505586
"K41 O43",-1.186358418,-1.344075711,-0.905632114,0.196064501,1.568233175,-1.32290712,-1.776051157,-1.159966764,-0.930111643,-0.681783878,0.131414159,-1.073025022,-1.077337902,-1.046442225,-1.04643024,-1.103156401
"WS1 O43",1.308662698,0.093603637,-0.063666928,-0.42439897,-0.73292371,-0.700205178,0.652026948,1.1164125,-0.92142217,0.839635187,1.416982798,-0.760113636,-1.359688541,-0.87565271,-0.875640788,-0.96633688
"WB1 O43",1.329091274,0.100652003,-0.529859167,0.196064501,-0.569075513,-0.722277438,0.450236658,0.663448762,-0.439748415,0.602530913,0.823643427,-0.290746573,1.463817855,-0.809964435,-0.809952537,-0.062218691
"WP1 O43",1.416130267,0.093142393,-0.844779588,-0.700160512,-1.039987365,-0.728336159,0.06516825,0.197376433,-0.248991889,0.537866118,0.823643427,-0.376086032,-0.512636622,-0.644315741,-0.644303905,-0.361742508
"WK1 O43",1.400653446,0.105307672,-0.687319377,2.471097226,-0.247447574,-0.732930689,0.831121938,1.002948271,-0.406218548,0.424702714,0.304471474,0.159063544,0.193239977,-1.094423226,-1.094411223,-0.907171681
"BW12 O43",-0.96017306,-0.457696802,-1.301345437,-1.113802826,-0.905267738,-1.235223955,-0.071992968,0.330276537,-0.727693029,-0.071589071,0.477528789,-0.724067478,-0.371461303,-0.913352068,-0.913340132,-0.938603193
"BW22 O43",-0.971899809,-0.469934151,-1.248400301,-1.113802826,-0.976875468,-1.240845102,-0.045245595,0.449476278,-0.899728101,0.355547304,1.169758065,-1.073025022,-0.794987262,-0.872225495,-0.872213575,-1.04953794
"BW32 O43",-0.963301574,-0.460766949,-1.270059675,2.26427607,-0.967165946,-1.188395085,0.238776188,0.490784953,-0.487294889,0.401215967,0.823643427,-0.556426046,-0.089110663,-1.072146332,-1.072134338,-0.607647864
"BW42 O43",-0.960732464,-0.45494376,-1.312347024,0.609706814,-1.019354629,-1.206360878,-0.068155822,0.324261708,-0.710100654,0.433170722,1.169758065,-0.970583802,-0.653811942,-0.085679802,-0.085668174,-0.505957679
"K12 O43",-1.231297141,-1.160068667,-0.432563883,-0.56227974,0.974738598,0.342147384,-1.576041519,-1.014239596,-0.852977703,-1.373338005,-0.560815118,-1.073025022,-0.936162582,-0.488377488,-0.48836571,-0.901624944
"K22 O43",-1.232167325,-1.136948873,-0.253788099,-0.493339355,0.6227684,0.288451963,-0.930804374,-0.598223087,-0.505197697,-1.004509136,-0.560815118,-0.586273989,-0.794987262,-0.178785792,-0.178774129,-0.505957679
"K32 O43",-1.240516934,-1.138001084,-0.028599371,-0.079697042,1.388607004,0.38296802,-0.102388075,-0.104812822,0.015766384,0.470806325,1.02142322,-0.725345706,-0.794987262,0.8939323,0.893943564,0.464721359
"K42 O43",-1.24059981,-1.153250923,0.060100922,-0.217577812,1.244177854,0.409836768,-0.998282827,-0.671105752,-0.487846235,-1.004509136,-0.560815118,-0.586273989,-0.794987262,-0.18564022,-0.185628555,-0.511504417
"O12 O43",-0.186207665,0.513478709,0.104794868,-0.355458584,-0.389449344,1.570679411,0.319832583,-0.531467491,1.521439311,0.754520835,0.546751721,0.274900929,0.334415297,2.077463656,2.07747448,1.604206103
"O22 O43",-0.123492351,0.602354429,1.5724753,0.402885658,-0.310559472,1.789416091,1.360378944,0.646950006,1.154138659,2.147301165,1.285129611,1.139479697,1.040291896,1.279493915,1.279505035,1.117757237
"O32 O43",-0.187720125,0.521680182,0.146050819,-0.493339355,-0.411295769,1.567759444,0.064236472,-1.087363974,2.098910363,1.019065448,0.504152998,0.680189476,0.475590616,2.029482655,2.029493497,1.623434793
"O42 O43",-0.191345887,0.510509459,0.055975328,0.127124115,-0.390663033,1.534604773,0.191964599,-1.180674718,2.489004411,1.230159871,-0.007031698,1.632738108,0.899116576,1.963223178,1.963234044,1.697761073
"WS2 O43",1.167858843,-0.069878103,1.020676965,-0.493339355,-1.042414746,1.324627995,0.727649444,0.756894689,-0.134017497,1.730221956,2.045224497,-0.413082793,-0.936162582,0.217628668,0.217640184,-0.110290414
"WB2 O43",1.060826365,-0.146775924,1.448707449,-0.700160512,-0.991439752,1.277597169,-0.047571297,0.331655113,-0.688255288,-0.367441095,-0.21470048,-0.201851284,-0.512636622,0.973900635,0.973911869,0.266887726
"WP2 O43",1.243253962,-0.158090786,-1.100566479,-0.42439897,-1.039987365,0.785368113,0.202311194,0.454294929,-0.483213258,-0.309408581,0.131414159,-0.581593684,-0.230285983,-0.829956518,-0.829944614,-0.443094656
"WK2 O43",1.269670225,-0.151993733,-0.329424008,-0.700160512,-0.986584991,1.287551985,1.762962377,1.739248835,-0.15175364,2.499365078,2.90033124,-0.525430104,0.334415297,0.888791479,0.888802745,0.688439765
"BW13 O43",-0.946685228,-0.489666694,-0.176776992,-1.113802826,-0.771761801,-0.413291051,-0.731351828,-0.333003466,-0.647545891,-1.260431203,-0.560815118,-0.924019604,-1.077337902,-0.820246078,-0.820234177,-0.801783672
"BW23 O43",-0.945193486,-0.487115444,-0.176776992,-1.113802826,-0.771761801,-0.406920978,0.107968113,0.287765061,-0.340758107,0.009770241,0.823643427,-1.073025022,-0.936162582,0.542642829,0.542654224,0.181837753
"BW33 O43",-0.953833158,-0.482921017,-0.176776992,1.299110671,-0.904054047,-0.422480112,-0.999747431,-0.666698991,-0.498421549,-1.574517384,-1.599159024,0.030461709,-0.512636622,-1.037874189,-1.037862207,-1.031048816
"BW43 O43",-0.949958773,-0.478265348,-0.176776992,-0.079697042,-0.771761801,-0.428564078,-0.374446424,0.173633371,-0.96087265,-1.790880113,-1.599159024,-0.255076634,-0.794987262,-0.537500894,-0.537489098,-0.801783672
"K13 O43",-0.005147498,0.800890621,-0.176776992,-1.113802826,-0.859147505,-0.359814417,-0.020689543,0.446293534,-0.851717815,-1.373338005,-0.956374696,-0.551506048,-0.936162582,-0.76826666,-0.768254778,-0.729676086
"K23 O43",0.00643422,0.802793247,-0.176776992,-1.113802826,-0.822736794,-0.357778014,-1.54638519,-1.214062743,-0.436593326,-1.491049344,-0.801590515,-0.91092477,-1.077337902,-0.650598967,-0.650587129,-0.457885955
"K33 O43",-0.001045207,0.803470697,-0.176776992,-1.113802826,-0.952601661,-0.365738501,-1.260650501,-1.017034411,-0.305993644,-1.373338005,-1.253044386,-0.160366829,-0.512636622,-0.740277743,-0.740265871,-0.624288076
"K43 O43",-0.007944513,0.800141101,-0.176776992,-0.010756656,-0.870070718,-0.371039883,-0.81921011,-0.635838906,-0.244676764,-1.272748316,-1.253044386,-0.027616547,-0.371461303,-0.670019849,-0.670008003,-0.448641393
"O13 O43",-1.252119371,-1.346381925,-0.176776992,-0.148637427,-0.882207621,-1.240062517,-2.118314792,-1.574104419,-0.760789211,-2.848653458,-2.538613034,-0.412434331,-0.512636622,-0.811678042,-0.811666144,-0.809179321
"O23 O43",-1.250399724,-1.344378401,-0.176776992,-1.113802826,-0.978089159,-1.231235297,-2.281372395,-2.026868249,-0.212934437,-1.844183359,-1.162753614,-0.900793508,-1.218513222,-0.509340616,-0.509500191,-0.193491475
"O33 O43",-1.251912184,-1.357019337,-1.318879215,-0.700160512,-1.05697903,-1.317184994,-2.775047169,-2.203841539,-0.737471952,-1.373338005,-0.560815118,-1.073025022,-0.936162582,-1.015597296,-1.015585322,-1.043991203
"BW11 WS3",1.563191152,0.814627007,-0.218032943,0.816527971,-1.075184386,-0.023908795,-0.286905321,0.109682303,-0.693516175,-0.508895351,0.304471474,-1.073025022,-0.653811942,-0.418805037,-0.418679044,-0.605798952
"BW21 WS3",1.562341687,0.816082804,-0.22009574,2.126395298,-1.049696888,-0.022587657,-0.318539556,-0.010395323,-0.528271759,-1.0430435,-0.474286456,-0.751210849,-0.794987262,0.089565092,0.089690895,0.074600831
"BW31 WS3",1.56321187,0.814468454,-0.218376742,1.850633755,-1.027850462,-0.045173225,-0.349141492,-0.064675318,-0.481582932,-1.462570794,-0.837706824,-0.825724093,-1.077337902,-0.290284499,-0.290158554,-0.332159909
"BW41 WS3",1.56474505,0.817725982,-0.213219748,1.161229899,-1.008431416,-0.036657355,0.038109565,-0.344227888,0.694991892,-0.451265844,-0.686674984,0.309790425,0.193239977,1.06346517,1.063590611,1.217228727
"O11 WS3",0.079591727,-0.365650039,1.617856845,-1.113802826,1.388607004,-0.563808208,0.287544678,0.540368273,-0.494182627,-0.194294911,0.393983879,-0.775856497,-0.936162582,-0.792371401,-0.79224527,-0.663115238
"O21 WS3",0.094799206,-0.34754626,1.481368409,-0.355458584,1.082757038,-0.571011354,-0.219896036,0.129779425,-0.615140721,-1.0430435,-0.474286456,-0.751210849,-0.371461303,-0.433656299,-0.433530301,-0.341404471
"O31 WS3",0.075779498,-0.336015191,1.6546434,-0.010756656,1.503907586,-0.599117092,0.474780021,0.395977481,0.091564732,0.163448938,0.068484221,0.12541503,0.193239977,-0.480494895,-0.48036888,0.21696709
"O41 WS3",0.096228792,-0.344231077,1.561817513,0.747587586,1.425017714,-0.601439601,1.399927912,1.007336914,0.563020576,0.839635187,-0.773808734,2.128299111,1.181467216,-0.356543976,-0.356418007,0.512793082
"K11 WS3",1.233205424,-0.021937682,0.002686392,-0.42439897,1.380111172,-0.954166592,0.188169767,0.582426755,-0.741834107,-0.659475681,-0.007031698,-0.861052793,-1.218513222,-1.004287488,-1.004161278,-0.864646695
"K21 WS3",1.235298006,-0.011026407,0.003373991,-0.079697042,1.642268285,-0.931193939,0.241270231,0.370186808,-0.262462817,-0.060557295,0.362157242,-0.557398925,-0.512636622,-0.357115178,-0.356989209,-0.017844792
"K31 WS3",1.229662536,-0.014283934,0.037753949,-0.148637427,1.654405188,-0.919665539,-0.036280198,0.362779804,-0.725776167,-0.266851405,0.230304055,-0.655809848,-0.512636622,-0.946596047,-0.946469858,-1.053235765
"K41 WS3",1.216775544,-0.049439282,0.259160882,0.196064501,1.741790893,-0.925438154,0.069617244,0.147038539,-0.149291318,-0.582990431,-0.560815118,-0.029987086,-0.512636622,-0.635861946,-0.635735873,-0.204584949
"WS1 WS3",-1.232913195,-1.237009729,1.101126068,-0.42439897,-0.559365991,-1.097674145,0.684996889,0.742558855,-0.181081771,-0.225097199,-0.560815118,0.442331985,-0.230285983,-0.806651461,-0.806525324,-0.341404471
"WB1 WS3",-1.21248462,-1.229961364,0.634933829,0.196064501,-0.395517795,-1.119746404,0.611208727,0.997349081,-0.773811525,0.009770241,0.823643427,-1.073025022,0.334415297,-0.872339736,-0.872213575,-1.193753112
"WP1 WS3",-1.125445626,-1.237470973,0.320013409,-0.700160512,-0.94896059,-1.125805126,-0.291840154,0.19053546,-0.849857062,-0.582990431,0.153744135,-0.972085865,-1.077337902,-1.037988429,-1.037862207,-0.945998843
"WK1 WS3",-1.140922447,-1.225305694,0.47747362,2.471097226,-0.073889855,-1.130399657,1.413164362,1.229856635,0.178823258,0.701324359,-0.21470048,1.208620466,1.322642535,-0.587880945,-0.587754889,0.22436274
"BW12 WS3",1.581402834,0.872916564,-0.136552441,-1.113802826,-1.078825456,-1.058292454,0.607642257,0.827334044,-0.469019561,0.220752856,0.669814696,-0.591773999,-1.218513222,-0.383961691,-0.383835711,-0.369138158
"BW22 WS3",1.569676085,0.860679217,-0.083607304,-1.113802826,-1.012072488,-1.052671307,1.112843425,1.265728287,-0.402759068,0.602530913,0.823643427,-0.290746573,-0.794987262,-0.342835119,-0.342709154,-0.258203411
"BW32 WS3",1.578274319,0.869846417,-0.105266678,2.26427607,-1.02178201,-1.105121323,1.069461465,1.411036478,-0.743029781,0.349878829,0.966863273,-0.813002565,-1.218513222,-0.610157838,-0.610031774,-0.700093487
"BW42 WS3",1.58084343,0.875669606,-0.147554027,0.609706814,-0.969593325,-1.08715553,0.656708732,0.599366627,0.032182962,0.082565413,0.325238352,-0.319841835,-0.936162582,0.443710575,0.443836247,0.625576742
"K12 WS3",1.310278752,0.170544699,0.732229112,-0.56227974,1.148296316,-0.055321583,-0.111414806,-0.125480219,0.038053619,-0.582990431,-0.560815118,-0.029987086,-0.653811942,0.041012889,0.04113871,0.229909477
"K22 WS3",1.30940857,0.193664493,0.911004897,-0.493339355,0.796326118,-0.109017003,0.669514691,0.543864927,0.15568506,-0.225097199,-0.560815118,0.442331985,0.334415297,0.350604585,0.350730291,0.625576742
"K32 WS3",1.301058959,0.192612284,1.136193625,-0.079697042,1.562164722,-0.014500946,0.705813239,0.254501735,0.74723019,0.088059384,-0.165255531,0.334092194,0.334415297,1.423322677,1.423447985,1.59625578
"K42 WS3",1.300976084,0.177362443,1.224893919,-0.217577812,1.417735572,0.012367801,0.743395149,0.621811594,0.140071977,-0.225097199,-0.560815118,0.442331985,0.334415297,0.343750156,0.343875865,0.620030005
"O12 WS3",0.216624791,-0.817134657,1.269587865,-0.355458584,-0.215891625,1.173210445,1.361518935,0.262224523,1.859674216,0.980888798,-0.007031698,1.303769946,1.463817855,2.606854033,2.606978901,2.735740524
"O22 WS3",0.153909477,-0.728258937,2.737268296,0.402885658,-0.137001753,1.391947125,2.149817942,1.297720261,1.320359605,1.730221956,-0.560815118,3.022806888,2.169694454,1.808884291,1.809009456,2.249291658
"O32 WS3",0.218137251,-0.808933184,1.310843814,-0.493339355,-0.237738051,1.170290477,1.217186099,-0.154312607,2.373449454,1.208464048,-0.134827868,1.772596435,1.604993175,2.558873032,2.558997917,2.754969214
"O42 WS3",0.221763013,-0.820103907,1.220768323,0.127124115,-0.217105315,1.137135807,1.025670741,-0.71988256,3.07870818,0.602530913,-2.499057074,4.090012773,2.028519135,2.492613554,2.492738465,2.829295494
"WS2 WS3",-1.137441717,-1.32363689,2.185469961,-0.493339355,-0.94653321,0.927159028,1.061456504,0.659158237,0.618234198,0.09445034,-0.886570067,1.293531652,0.193239977,0.747019045,0.747144604,1.021244007
"WB2 WS3",-1.030409239,-1.24673907,2.613500445,-0.700160512,-0.817882034,0.880128202,-0.007378725,-0.147702103,0.257436776,-1.109888814,-0.382175301,-0.96087041,-1.077337902,1.503291012,1.50341629,1.398422147
"WP2 WS3",-1.212836836,-1.235424208,0.064226517,-0.42439897,-0.866429647,0.387899147,-0.254626216,0.110870693,-0.640230761,-1.096716351,-0.659705015,-0.577582004,-1.359688541,-0.852347652,-0.852221499,-0.864646695
"WK2 WS3",-1.239253097,-1.241521261,0.835368988,-0.700160512,-0.813027272,0.890083019,1.580809075,1.118229599,0.670994371,1.047101423,0.304471474,0.980455921,1.463817855,1.418181855,1.418307165,1.819974186
"BW13 WS3",1.594890666,0.840946674,-1.341569989,-1.113802826,-0.945319519,-0.015822084,-0.053402446,0.174204716,-0.410332169,-0.499795956,-0.339301748,-0.212244241,0.052064657,-0.862058093,-0.861931936,-0.505957679
"BW23 WS3",1.596382408,0.843497922,-1.341569989,-1.113802826,-0.945319519,-0.009452012,0.145898794,-0.221147194,0.655097368,-0.879370772,-0.906929748,0.035202786,0.193239977,1.072033206,1.072158644,1.313372174
"BW33 WS3",1.587742736,0.847692349,-1.341569989,1.299110671,-1.077611766,-0.025011146,-0.469010053,-0.180471208,-0.475764173,-1.373338005,-0.650135022,-0.955262676,-1.077337902,-0.508483812,-0.508357787,-0.276692535
"BW43 WS3",1.591617121,0.852348019,-1.341569989,-0.079697042,-0.945319519,-0.031095112,-1.109900584,-1.110538755,0.124008184,-1.554729246,-1.038214612,-0.682991331,-0.794987262,-0.008110517,-0.007984677,0.329750749
"K13 WS3",0.035564624,-0.529722747,-1.341569989,-1.113802826,-1.032705224,-0.757283385,-1.143317995,-1.053201487,-0.038263287,-0.851410364,-1.351934283,0.658811556,0.193239977,-0.91403751,-0.913911334,-0.578065265
"K23 WS3",0.023982906,-0.52782012,-1.341569989,-1.113802826,-0.996294514,-0.755246981,-0.421250589,-0.128093295,-0.489496188,-0.367441095,-0.440427416,0.095754649,0.052064657,-1.031705203,-1.031578983,-0.849855395
"K33 WS3",0.031462333,-0.527142669,-1.341569989,-1.113802826,-1.036346295,-0.763207468,-1.827993849,-1.438956317,-0.509144778,-1.462570794,-0.837706824,-0.825724093,-1.077337902,-0.942026428,-0.941900241,-0.683453275
"K43 WS3",0.038361639,-0.530472265,-1.341569989,-0.010756656,-1.043628437,-0.768508849,-2.358756615,-1.882376728,-0.610130905,-1.90023638,-1.186054458,-0.94404721,-1.218513222,-1.012284322,-1.012158109,-0.859099958
"O13 WS3",1.282536498,-0.047133069,-1.341569989,-0.148637427,-0.708649903,-0.84259355,0.12225744,0.271748218,-0.286916386,-0.225097199,-0.560815118,0.442331985,0.616765936,-0.870626129,-0.870499968,-0.498562029
"O23 WS3",1.280816851,-0.049136592,-1.341569989,-1.113802826,-0.804531439,-0.833766329,-0.602189951,-0.247955318,-0.581167061,-0.970979239,-1.162753614,0.251591938,-0.089110663,-1.038730993,-1.039004611,-1.114249876
"O33 WS3",1.289663709,-0.036495657,-0.15408622,-0.700160512,-0.883421312,-0.976331415,-0.175219444,-0.035852857,-0.235477483,-0.2866101,-0.21470048,-0.095176957,0.193239977,-0.666706875,-0.66658079,-0.263750148
"O43 WS3",1.28599651,-0.031450814,-0.176776992,-1.113802826,-0.907695119,-0.948023722,0.136222128,0.197402142,-0.126961294,-0.582990431,-0.560815118,-0.029987086,-0.230285983,-0.576456897,-0.576330846,-0.088103465
"BW11 WB3",1.694153655,0.8226411,-0.218032943,1.230170285,-0.987798681,0.108819283,-0.108219342,0.33701062,-0.802248673,-0.705630578,-0.454318306,-0.332246754,0.052064657,-0.536358489,-0.536346693,-1.073573802
"BW21 WB3",1.693304191,0.824096898,-0.22009574,-0.079697042,-0.95017428,0.110140421,0.174190385,0.682865176,-0.949531481,-1.010555515,-1.093299172,0.107791257,-0.089110663,-0.02798836,-0.027976754,-0.39317402
"BW31 WB3",1.694174373,0.822482548,-0.218376742,0.196064501,-0.928327855,0.087554853,-0.212595948,0.326310055,-0.962009054,-1.472131452,-1.093299172,-0.50136,-0.371461303,-0.407837951,-0.407826203,-0.799934759
"BW41 WB3",1.695707552,0.825740076,-0.213219748,0.885468357,-1.05455165,0.096070723,0.173355038,0.117298175,0.083328945,-0.681783878,-0.309095377,-0.492242534,-0.512636622,0.945911718,0.945922963,0.749453876
"O11 WB3",0.21055423,-0.373664133,1.617856845,3.160501082,1.289084396,-0.696536285,0.305776683,0.785803184,-0.911703847,-0.065672026,0.504152998,-0.751360879,-0.230285983,-0.909924853,-0.909912919,-1.130890088
"O21 WB3",0.22576171,-0.355560353,1.481368409,2.40215684,0.98323443,-0.703739432,0.037664782,0.517915887,-0.882440619,-1.010555515,-1.093299172,0.107791257,0.334415297,-0.551209751,-0.55119795,-0.809179321
"O31 WB3",0.206742001,-0.344029283,1.6546434,2.057454912,1.404384978,-0.731845168,0.399973167,0.573076506,-0.360835388,-0.336006823,0.068484221,-0.533727,-0.512636622,-0.598048347,-0.598036529,-0.250807761
"O41 WB3",0.227191295,-0.35224517,1.561817513,1.299110671,1.325495106,-0.734167679,1.951887671,1.886239174,-0.095973773,1.605664365,1.143133856,0.61188242,0.475590616,-0.474097428,-0.474085656,0.045018232
"K11 WB3",1.364167926,-0.013923588,0.002686392,2.471097226,1.280588564,-0.821438514,0.535703787,0.947819873,-0.81295863,-0.582990431,-0.134827868,-0.591622896,-0.794987262,-1.089853607,-1.089841605,-1.106854226
"K21 WB3",1.366260509,-0.003012313,0.003373991,2.126395298,1.542745677,-0.798465861,1.039621838,1.395173929,-0.76528817,0.088059384,0.823643427,-0.969705229,-1.218513222,-0.474668631,-0.474656858,-0.485619642
"K31 WB3",1.36062504,-0.00626984,0.037753949,2.195335683,1.55488258,-0.786937461,0.040623102,0.471735603,-0.792904497,-0.758623231,-0.134827868,-0.823409103,0.193239977,-1.064149499,-1.064137507,-0.918265156
"K41 WB3",1.347738047,-0.041425188,0.259160882,1.850633755,1.642268285,-0.792710076,0.178710751,0.515545458,-0.6357747,-0.820094705,-0.21470048,-0.799227563,-1.218513222,-0.753415398,-0.753403522,-0.6723598
"WS1 WB3",-1.147283069,-1.245023823,1.101126068,2.471097226,-0.658888599,-1.230402222,0.44566251,0.729417607,-0.568249514,-0.078513265,0.230304055,-0.40725612,-0.936162582,-0.924204913,-0.924192973,-0.809179321
"WB1 WB3",-1.167711645,-1.237975456,0.634933829,1.850633755,-0.495040403,-1.252474482,0.573691475,0.98083629,-0.808071673,-0.419470249,-0.134827868,-0.375821948,1.040291896,-0.989893188,-0.989881224,-0.725978261
"WP1 WB3",-1.254750638,-1.245485066,0.320013409,2.746858768,-1.048483198,-1.258533203,0.557955152,0.907948285,-0.701812358,0.664926773,1.143133856,-0.629628327,-0.936162582,-1.056152665,-1.056140677,-1.025502078
"WK1 WB3",-1.239273817,-1.233319788,0.47747362,-0.42439897,-0.173412463,-1.263127733,0.682459668,0.637273789,0.00710189,0.602530913,0.304471474,0.393747075,0.616765936,-0.705434397,-0.705422538,-0.243412111
"BW12 WB3",1.712365336,0.880930658,-0.136552441,3.160501082,-0.979302848,-0.925564377,-0.045228315,0.414840812,-0.836357869,-0.538253781,0.184662561,-0.953809874,-0.794987262,-0.501515143,-0.50150336,-0.836913008
"BW22 WB3",1.700638588,0.86869331,-0.083607304,3.160501082,-1.050910578,-0.919943229,0.696918065,1.047966952,-0.719123191,0.17574323,0.823643427,-0.853987055,-1.218513222,-0.460388571,-0.460376803,-0.725978261
"BW32 WB3",1.709236822,0.87786051,-0.105266678,-0.217577812,-1.041201056,-0.972393246,0.37938335,0.83062479,-0.867208994,-0.367441095,0.184662561,-0.728384869,-0.512636622,-0.72771129,-0.727699423,-1.167868337
"BW42 WB3",1.711805933,0.8836837,-0.147554027,1.436991442,-1.069115933,-0.954427454,0.969370995,1.162522924,-0.460519354,-0.071589071,0.657508402,-0.961358612,-1.077337902,0.326157123,0.326168598,0.157801891
"K12 WB3",1.441241256,0.178558792,0.732229112,2.608977998,1.048773709,-0.18804966,0.702965688,0.974508578,-0.574393808,-0.488148727,0.131414159,-0.817480731,-1.359688541,-0.076540563,-0.076528939,-0.237865374
"K22 WB3",1.440371072,0.201678587,0.911004897,2.540037611,0.696803511,-0.241745081,0.697777707,0.821402998,-0.303311382,-0.431647281,-0.165255531,-0.35177538,-0.371461303,0.233051133,0.233062642,0.157801891
"K32 WB3",1.432021462,0.200626377,1.136193625,2.126395298,1.462642114,-0.147229024,0.818261878,0.664572983,0.190499386,-0.431647281,-0.165255531,-0.35177538,-0.371461303,1.305769225,1.305780336,1.128480929
"K42 WB3",1.431938587,0.185376537,1.224893919,2.26427607,1.318212964,-0.120360276,0.80641703,0.931026582,-0.317135297,-0.431647281,-0.165255531,-0.35177538,-0.371461303,0.226196704,0.226208216,0.152255154
"O12 WB3",0.347587294,-0.82514875,1.269587865,2.40215684,-0.315414233,1.040482367,1.310915483,0.507546364,1.324093648,0.110973283,-0.560815118,0.885851112,0.757941256,2.489300581,2.489311252,2.267965674
"O22 WB3",0.284871981,-0.736273031,2.737268296,1.643812599,-0.236524361,1.259219047,2.294255991,1.751570306,0.73852815,1.788052265,0.362157242,1.882249141,1.463817855,1.691330839,1.691341807,1.781516807
"O32 WB3",0.349099754,-0.816947277,1.310843814,2.540037611,-0.337260659,1.0375624,1.717190495,0.930568204,1.248501906,1.605664365,1.143133856,0.61188242,0.899116576,2.44131958,2.441330268,2.287194363
"O42 WB3",0.352725516,-0.828118001,1.220768323,1.919574142,-0.316627923,1.004407729,1.757357897,0.812727878,1.533017104,1.392878487,-0.007031698,1.847481212,1.322642535,2.375060102,2.375070816,2.361520644
"WS2 WB3",-1.006479214,-1.315622797,2.185469961,2.540037611,-1.046055818,0.794430951,1.147971675,1.013835856,0.118249712,0.68524171,0.579327211,0.140523228,-0.512636622,0.629465593,0.629476955,0.553469156
"WB2 WB3",-0.899446736,-1.238724976,2.613500445,2.746858768,-0.917404642,0.747400124,0.195407674,0.351800982,-0.307635662,-1.373338005,-1.093299172,-0.370980257,-0.936162582,1.38573756,1.385748641,0.930647297
"WP2 WB3",-1.081874332,-1.227410115,0.064226517,2.471097226,-0.965952255,0.255171069,0.088802134,0.553323427,-0.859334051,-1.065980618,-0.454318306,-0.807808113,-0.653811942,-0.969901104,-0.969889148,-1.106854226
"WK2 WB3",-1.108290595,-1.233507167,0.835368988,2.746858768,-0.91254988,0.757354941,1.715949781,1.513143371,0.180970437,0.9977047,0.823643427,0.230772401,0.757941256,1.300628403,1.300639516,1.352199336
"BW13 WB3",1.725853169,0.848960767,-1.341569989,3.160501082,-0.845796911,0.116905993,-0.637861838,-0.131661751,-0.855129843,-1.373338005,-0.671571799,-0.926999715,-0.653811942,-0.979611545,-0.979599585,-0.97373253
"BW23 WB3",1.727344911,0.851512015,-1.341569989,3.160501082,-0.845796911,0.123276066,0.905658853,0.9124079,-0.11257863,-0.820094705,-0.21470048,-0.799227563,-0.512636622,0.954479754,0.954490995,0.845597324
"BW33 WB3",1.718705239,0.855706443,-1.341569989,0.747587586,-0.978089159,0.107716932,-0.58349182,-0.018913917,-0.967907365,-1.373338005,-1.093299172,-0.370980257,-0.936162582,-0.626037264,-0.626025436,-0.744467386
"BW43 WB3",1.722579624,0.860362111,-1.341569989,2.126395298,-0.845796911,0.101632966,-0.714068436,-0.378886683,-0.533941177,-1.272748316,-0.773808734,-0.65945683,-1.218513222,-0.125663969,-0.125652326,-0.138024101
"K13 WB3",0.166527127,-0.53773684,-1.341569989,3.160501082,-0.933182616,-0.890011461,-1.384850263,-0.956843371,-0.629457073,-1.491049344,-1.351934283,-0.18533316,-0.512636622,-1.031590963,-1.031578983,-1.045840115
"K23 WB3",0.154945409,-0.535834212,-1.341569989,3.160501082,-0.896771906,-0.887975058,-0.237885404,0.30762675,-0.971291253,-0.582990431,-0.079264317,-0.664879739,-0.653811942,-1.062435892,-1.062423901,-1.121645526
