"","chlorides","sulphates","nitrates","phosphates","ammonium","calcium","LCBDall","LCBDrepl","LCBDnest","Beta.sorensenall","Beta.sorensen.turn","Beta.sorensen.nest","TaxaS","Dominance_D","Simpson_1.D","Shannon_H"
"BW31 K42",-0.993343598,-0.724958169,0.101700672,0.954408742,1.471137948,1.312687264,-0.624257945,-0.562721486,-0.043445059,-0.071589071,-0.165255531,0.123400844,0.616765936,-0.471812619,-0.471800847,-0.267447973
"BW41 K42",-0.991810419,-0.721700642,0.096543678,0.265004886,1.344914151,1.321203134,-0.237745466,0.175486594,-0.729396006,0.299258013,1.02142322,-0.951741542,-1.218513222,-0.38613226,-0.38612052,-0.622439164
"O11 K42",-0.034195027,1.173776584,-0.948607062,-0.217577812,-1.052124269,-0.769316679,-0.401134704,-0.288258669,-0.162028412,0.507689208,0.625863634,-0.155151634,0.757941256,0.030274284,0.030285869,0.063507356
"O21 K42",-0.049402506,1.191880364,-1.085095498,-0.975922055,-0.746274303,-0.762113532,-0.739581025,-0.765564149,0.129372349,0.009770241,-0.560815118,0.752291375,1.322642535,-0.328440818,-0.3284291,-0.258203411
"O31 K42",-0.030382798,1.203411434,-0.911820507,-0.906981668,-0.995080823,-0.734007796,-0.240643336,0.238533571,-0.849673666,0.299258013,1.02142322,-0.951741542,-1.218513222,-0.281602222,-0.281590521,-0.816574971
"O41 K42",-0.050832091,1.195195546,-1.004646394,-0.148637427,-1.073970695,-0.731685285,1.379008427,1.572859875,-0.507136297,2.694627421,3.060076454,-0.478351803,-0.512636622,-0.405553141,-0.405541394,-1.112400964
"K11 K42",-1.187808722,-1.162764055,-0.119362462,-0.906981668,-1.043628437,0.403693898,-0.573778134,-0.66068951,0.222445862,-0.722463534,-0.956374696,0.307466366,0.193239977,0.242190371,0.242201877,0.265038814
"K21 K42",-1.189901305,-1.17367533,-0.120050061,-0.975922055,-0.856720124,0.42666655,-1.267929318,-1.017262038,-0.318083093,-0.681783878,-0.560815118,-0.160366829,-0.512636622,-0.404981939,-0.404970192,-0.58176309
"K31 K42",-1.184265836,-1.170417803,-0.154430019,-1.04486244,-0.844583221,0.438194951,-0.73758163,-0.835689645,0.261051387,-0.582990431,-0.560815118,-0.029987086,1.181467216,0.18449893,0.184510457,0.453627884
"K41 K42",-1.171378844,-1.135262454,-0.375836952,-0.700160512,-0.757197516,0.432422336,-0.787663534,-0.48402894,-0.46810313,-0.266851405,0.230304055,-0.655809848,-0.512636622,-0.126235172,-0.126223528,-0.395022932
"WS1 K42",1.323642272,0.302416894,-1.217802138,-0.906981668,0.895848726,-0.235450742,1.236331646,1.571423738,-0.749642754,0.9977047,1.812542385,-1.073025022,-0.794987262,0.044554344,0.044565923,-0.258203411
"WB1 K42",1.344070849,0.30946526,-0.751609899,-0.700160512,0.73200053,-0.213378483,0.429638077,0.41911963,-0.028315413,1.027529133,1.02142322,0.009372843,2.028519135,0.110242619,0.110254174,0.645914779
"WP1 K42",1.431109842,0.301955652,-0.436689479,-0.631220126,1.285443325,-0.207319762,1.25274841,1.252668101,-0.13850428,0.648127892,0.625863634,0.030188186,0.052064657,0.275891312,0.275902806,0.346390962
"WK1 K42",1.41563302,0.31412093,-0.59414969,1.574872213,0.41037259,-0.20272523,2.114728681,2.442834414,-0.834085124,1.467641094,1.861987333,-0.518030169,-0.371461303,-0.174216172,-0.174204512,-0.823970621
"BW12 K42",-0.975152635,-0.66651006,0.01987637,-0.217577812,1.420162953,0.299568035,-0.463337416,-0.303987319,-0.24013464,0.009770241,0.230304055,-0.290746573,0.193239977,-0.378135426,-0.37812369,-0.230469724
"BW22 K42",-0.986879383,-0.678747408,-0.033068766,-0.217577812,1.348555223,0.305189182,-0.670099332,-0.39716597,-0.424969159,-0.266851405,0.230304055,-0.655809848,-0.230285983,-0.419261999,-0.419250247,-0.341404471
"BW32 K42",-0.978281148,-0.669580206,-0.011409392,1.368051057,1.358264745,0.252739165,-0.667370276,-0.708575237,0.149217592,-0.156202749,-0.165255531,0.011734434,0.475590616,-0.151939279,-0.151927627,0.100485605
"BW42 K42",-0.975712038,-0.663757017,0.030877957,-0.286518198,1.30607606,0.270704958,-1.002890926,-0.492878542,-0.821701143,-0.170635179,0.230304055,-0.528831315,-0.089110663,-1.005886855,-1.005874885,-1.214091149
"K12 K42",-1.246276715,-1.355246435,-0.848905182,-0.769100898,-0.811813581,-1.277803304,-2.427019785,-2.006213689,-0.500943641,-1.373338005,-0.956374696,-0.551506048,-0.371461303,-0.803110006,-0.803098111,-0.829517358
"K22 K42",-1.247146899,-1.34576213,-1.027680966,-0.838041283,-0.459843383,-1.224107884,-2.453673969,-1.779894342,-0.960625681,-1.373338005,-0.560815118,-1.073025022,-1.359688541,-1.098992845,-1.09898084,-1.214091149
"K32 K42",-1.255496509,-1.346814341,-1.252869695,-0.975922055,-0.936823687,-1.318623941,-1.971669326,-1.740507928,-0.204522954,-0.582990431,0.230304055,-1.073025022,-1.359688541,-0.026274753,-0.026263147,-0.243412111
"BW11 O12",0.090986977,1.35955653,0.146050819,0.05818373,-0.221960077,2.494794338,-0.296576703,-1.932006159,3.023659423,0.274620758,-1.114598529,1.831946601,2.169694454,1.919811796,1.919822679,2.12190159
"BW21 O12",0.090137513,1.361012327,0.148113616,1.368051057,-0.184335677,2.496115476,-0.22997621,-1.674209161,2.666632557,0.839635187,-0.560815118,1.847481212,2.028519135,1.411441667,1.411452739,1.441501807
"BW31 O12",0.091007695,1.359397977,0.146394618,1.092289514,-0.16248925,2.473529908,0.179102208,-1.06292604,2.251569529,0.839635187,-0.007031698,1.11735465,1.746168495,1.791291258,1.791302188,1.848262547
"BW41 O12",0.092540875,1.362655505,0.141237624,0.402885658,-0.288713045,2.482045778,-0.694123106,-1.234141722,1.064397245,1.019065448,1.100535133,-0.106100665,-0.089110663,0.437541589,0.437553023,0.298873912
"O11 O12",-1.11854632,-0.910579562,-0.993301008,-0.355458584,0.523245792,0.391525965,-0.076474774,-1.359170993,2.354228803,0.386981576,-0.560815118,1.250104932,1.887343815,2.29337816,2.293388904,2.179217876
"O21 O12",-1.133753799,-0.892475783,-1.129789444,-1.113802826,0.217395826,0.398729111,-0.715496465,-2.44087286,3.234517301,-0.156202749,-2.222165368,2.723633081,2.452045094,1.934663058,1.934673935,1.857507109
"O31 O12",-1.114734091,-0.880944713,-0.956514453,-0.769100898,0.638546375,0.426834848,-0.6714836,-1.54690348,1.675265524,-0.775237144,-1.114598529,0.446427546,-0.089110663,1.981501654,1.981512514,1.299135548
"O41 O12",-1.135183386,-0.8891606,-1.049340341,-0.010756656,0.559656502,0.429157358,0.402548174,0.345853384,0.059129044,1.195291593,1.782114722,-0.772148699,-1.077337902,1.857550735,1.857561641,1.003309556
"K11 O12",-0.238998751,0.522991842,-0.074668516,-1.04486244,0.514749959,1.564536541,0.890657975,-0.235526264,1.960963452,1.208464048,0.546751721,0.873979134,1.322642535,2.505294248,2.505304913,2.380749333
"K21 O12",-0.236906169,0.533903117,-0.075356115,-0.838041283,0.776907072,1.587509194,0.147679173,-0.848401818,1.805264794,1.392878487,1.100535133,0.387228089,0.616765936,1.858121938,1.858132843,1.53394743
"K31 O12",-0.242541638,0.53064559,-0.109736073,-0.906981668,0.789043976,1.599037594,0.272867838,-1.126697876,2.529292584,0.68524171,-0.007031698,0.913598404,2.310869774,2.447602806,2.447613492,2.569338404
"K41 O12",-0.25542863,0.495490241,-0.331143006,-0.56227974,0.87642968,1.593264979,-0.433204859,-1.546418135,2.083764394,-0.096622703,-0.560815118,0.61188242,0.616765936,2.136868705,2.136879507,1.720687588
"WS1 O12",0.239290979,-0.942189107,-1.173108192,-1.04486244,-0.737778471,0.925391902,1.301525772,0.789608818,0.792131995,0.931842402,1.100535133,-0.221210703,0.334415297,2.30765822,2.307668958,1.857507109
"WB1 O12",0.259719555,-0.949237474,-0.706915953,-0.56227974,-0.901626666,0.947464161,0.099681909,-1.38792884,2.709475094,0.274620758,-1.114598529,1.831946601,3.157921693,2.373346495,2.373357209,2.761625299
"WP1 O12",0.346758548,-0.941727864,-0.391995533,-0.769100898,-0.348183872,0.953522883,1.069234496,-0.080595138,1.984441179,0.550986507,-0.560815118,1.466545613,1.181467216,2.538995189,2.539005841,2.462101481
"WK1 O12",0.331281727,-0.953893142,-0.549455743,1.712752984,-0.939251067,0.958117413,1.800246722,1.720173075,-0.052810144,0.411317797,1.100535133,-0.90815774,-1.218513222,2.088887704,2.088898524,1.291739899
"BW12 O12",0.109198659,1.417846087,0.064570317,-0.355458584,-0.213464245,1.460410678,-0.735267077,-2.185396868,2.733340945,-0.582990431,-1.668381949,1.430266037,1.322642535,1.88496845,1.884979346,1.885240796
"BW22 O12",0.09747191,1.40560874,0.01162518,-0.355458584,-0.285071974,1.466031825,-0.872151325,-2.172826554,2.47517195,-0.522194467,-1.114598529,0.78037316,0.899116576,1.843841878,1.843852789,1.774306049
"BW32 O12",0.106070145,1.41477594,0.033284554,1.505931827,-0.275362451,1.41358181,-0.14344232,-1.655814794,2.781667158,0.009770241,-1.114598529,1.482417926,1.604993175,2.111164597,2.111175409,2.216196125
"BW42 O12",0.108639255,1.420599129,0.075571903,-0.148637427,-0.327551136,1.431547602,-0.944907524,-1.89277308,1.838014375,0.424702714,-0.007031698,0.569759732,1.040291896,1.057296184,1.057307388,0.890525896
"K12 O12",-0.161925422,0.715474222,-0.804211236,-0.906981668,0.282935105,-0.11696066,-0.544025018,-1.5653281,1.927946493,0.328949062,-0.007031698,0.443391669,0.757941256,1.459993871,1.460004924,1.286193161
"K22 O12",-0.162795604,0.738594016,-0.98298702,-0.975922055,-0.069035094,-0.06326524,-0.3098862,-0.993941856,1.285282393,1.392878487,1.654318552,-0.342898461,-0.230285983,1.150402174,1.150413343,0.890525896
"K32 O12",-0.171145215,0.737541807,-1.208175749,-0.838041283,0.696803511,-0.157781297,-1.313234201,-1.689976562,0.834323162,0.470806325,0.546751721,-0.099522944,-0.230285983,0.077684082,0.07769565,-0.080153141
"K42 O12",-0.17122809,0.722291966,-1.296876042,-0.975922055,0.55237436,-0.184650045,-0.584541583,-1.321735209,1.412858061,0.470806325,0.546751721,-0.099522944,-0.230285983,1.157256603,1.157267769,0.896072634
"BW11 O22",0.15370229,1.44843225,1.613731249,-0.700160512,-0.143070205,2.713531018,0.886526442,-0.471576556,2.385548309,1.730221956,-0.560815118,3.022806888,2.875571054,1.121842055,1.121853234,1.635452724
"BW21 O22",0.152852826,1.449888047,1.615794048,0.609706814,-0.105445804,2.714852156,0.608723775,-0.753171954,2.423230876,1.895826934,-0.560815118,3.241359182,2.734395734,0.613471926,0.613483294,0.955052941
"BW31 O22",0.15372301,1.448273697,1.61407505,0.333945273,-0.083599378,2.692266588,0.887236736,-0.308814418,2.089113097,2.031236138,0.362157242,2.203183888,2.452045094,0.993321516,0.993332743,1.361813681
"BW41 O22",0.155256189,1.451531224,1.608918056,-0.355458584,-0.209823173,2.700782458,-0.082113815,-0.747756052,1.226399069,2.017508014,1.285129611,0.968189006,0.616765936,-0.360428152,-0.360416422,-0.187574955
"O11 O22",-1.181261633,-0.999455282,-0.222158537,0.402885658,0.444355919,0.610262644,1.220669665,0.225311688,1.685186556,1.538468823,-0.560815118,2.769746334,2.593220414,1.495408419,1.495419459,1.69276901
"O21 O22",-1.196469113,-0.981351502,-0.085670103,-0.355458584,0.138505955,0.617465791,0.875715716,-0.419544474,2.271819359,1.518615598,-1.483787478,3.96042322,3.157921693,1.136693317,1.13670449,1.371058243
"O31 O22",-1.177449404,-0.969820432,-0.258945094,-0.700160512,0.559656502,0.645571527,0.945855142,0.275943825,1.120433144,0.946714536,-0.560815118,1.98879602,0.616765936,1.183531913,1.183543069,0.812686682
"O41 O22",-1.197898699,-0.97803632,-0.166119205,-0.769100898,0.48076663,0.647894037,0.972949481,0.816608035,0.178229875,1.141404255,1.285129611,-0.188023132,-0.371461303,1.059580994,1.059592196,0.51686069
"K11 O22",-0.176283437,0.611867561,1.393011916,-0.286518198,0.435860087,1.783273221,1.964172939,1.154769602,1.26282793,2.031236138,0.362157242,2.203183888,2.028519135,1.707324506,1.707335468,1.894300467
"K21 O22",-0.174190856,0.622778836,1.392324317,-0.631220126,0.6980172,1.806245872,1.059274247,0.15762441,1.531678148,1.853914563,0.362157242,1.96916897,1.322642535,1.060152196,1.060163398,1.047498564
"K31 O22",-0.179826325,0.619521309,1.357944358,-0.56227974,0.710154104,1.817774274,1.378543285,0.263923666,1.88581638,1.467641094,-0.560815118,2.676273513,3.016746373,1.649633065,1.649644048,2.082889537
"K41 O22",-0.192713316,0.58436596,1.136537425,-0.906981668,0.797539808,1.812001659,0.983836671,0.106650917,1.49528807,1.141404255,-0.560815118,2.245732057,1.322642535,1.338898963,1.338910062,1.234238721
"WS1 O22",0.176575666,-0.853313388,0.29457224,-0.286518198,-0.658888599,1.144128581,1.529417499,0.918545204,0.947876697,1.392878487,0.362157242,1.360730167,1.040291896,1.509688479,1.509699514,1.371058243
"WB1 O22",0.197004242,-0.860361754,0.760764478,-0.906981668,-0.822736794,1.166200841,0.806064488,-0.617997681,2.515078228,1.730221956,-0.560815118,3.022806888,3.863798292,1.575376754,1.575387764,2.275176432
"WP1 O22",0.284043235,-0.852852145,1.075684899,-0.010756656,-0.269294,1.172259562,1.574392732,0.467783575,1.849490876,1.669500132,-0.560815118,2.942671048,1.887343815,1.741025447,1.741036396,1.975652615
"WK1 O22",0.268566413,-0.865017424,0.918224688,0.954408742,-1.018140939,1.176854092,2.512989048,2.463827566,-0.188226167,1.503527143,1.285129611,0.28987788,-0.512636622,1.290917963,1.290929079,0.805291032
"BW12 O22",0.171913973,1.506721806,1.532250748,0.402885658,-0.134574373,1.679147358,0.35772863,-0.959051719,2.368504478,0.931842402,-1.483787478,3.186046565,2.028519135,1.086998709,1.087009901,1.39879193
"BW22 O22",0.160187224,1.494484458,1.479305612,0.402885658,-0.206182102,1.684768505,0.363663415,-0.789501505,2.068631572,1.64435271,0.362157242,1.692605883,1.604993175,1.045872136,1.045883344,1.287857183
"BW32 O22",0.168785458,1.503651658,1.500964986,0.747587586,-0.196472579,1.632318488,0.073729319,-1.649740606,3.143681193,1.101697798,-1.483787478,3.410208224,2.310869774,1.313194856,1.313205964,1.729747259
"BW42 O22",0.17135457,1.509474849,1.543252335,-0.906981668,-0.248661264,1.650284281,0.042202629,-0.910368707,1.737369216,1.230159871,-0.560815118,2.362864658,1.746168495,0.259326443,0.259337943,0.40407703
"K12 O22",-0.099210109,0.804349941,0.663469195,-0.148637427,0.204045233,0.101776019,0.947517564,0.148831214,1.355749912,2.147301165,1.285129611,1.139479697,1.463817855,0.662024129,0.662035479,0.799744295
"K22 O22",-0.100080291,0.827469736,0.48469341,-0.217577812,-0.147924966,0.15547144,0.176483275,-0.631987393,1.458979453,1.946121778,1.285129611,0.873979134,0.475590616,0.352432433,0.352443898,0.40407703
"K32 O22",-0.108429902,0.826417525,0.259504682,-0.631220126,0.617913639,0.060955383,-0.28634995,-0.762324118,0.902142912,1.392878487,0.362157242,1.360730167,0.475590616,-0.720285659,-0.720273795,-0.566602008
"K42 O22",-0.108512776,0.811167686,0.170804389,-0.493339355,0.473484488,0.034086635,0.798945003,0.172342165,1.057491258,2.499365078,2.208101972,0.387228089,0.475590616,0.359286861,0.359298324,0.409623767
"O12 O22",-1.19286407,-1.27318846,0.126110443,-0.355458584,-1.002362965,-1.126756008,-1.709770256,-1.289797879,-0.5788024,0.009770241,-0.560815118,0.752291375,-0.653811942,-0.307877532,-0.307865822,-0.73318902
"BW11 O32",0.089474517,1.367758003,0.187306769,0.196064501,-0.243806502,2.491874371,-0.238816973,-2.127287132,3.480021603,0.839635187,-0.773808734,2.128299111,2.310869774,1.871830795,1.871841696,2.141130279
"BW21 O32",0.088625053,1.3692138,0.189369567,1.505931827,-0.206182102,2.493195509,-0.362295027,-2.135435307,3.282775307,0.355547304,-2.051770467,3.174345819,2.169694454,1.363460666,1.363471756,1.460730497
"BW31 O32",0.089495235,1.367599451,0.187650569,1.230170285,-0.184335677,2.470609941,0.117463074,-1.391902845,2.747292462,1.071225406,-0.134827868,1.591479766,1.887343815,1.743310257,1.743321205,1.867491236
"BW41 O32",0.091028415,1.370856978,0.182493574,0.540766429,-0.310559472,2.479125811,-0.942034796,-1.760145422,1.600403656,0.365426647,-0.134827868,0.660022628,0.052064657,0.389560588,0.38957204,0.318102601
"O11 O32",-1.11703386,-0.918781035,-1.034556958,-0.493339355,0.545092218,0.388605998,-0.28926163,-1.916714707,3.008262791,-0.187816653,-2.051770467,2.45725723,2.028519135,2.245397159,2.245407921,2.198446566
"O21 O32",-1.132241339,-0.900677256,-1.171045394,-0.975922055,0.239242252,0.395809145,-0.443157657,-2.339470348,3.516979789,0.355547304,-2.051770467,3.174345819,2.593220414,1.886682057,1.886692952,1.876735799
"O31 O32",-1.11322163,-0.889146187,-0.997770403,-0.631220126,0.6603928,0.423914881,0.248464659,-0.597873045,1.520263076,0.839635187,0.504152998,0.443391669,0.052064657,1.933520653,1.933531531,1.318364238
"O41 O32",-1.133670925,-0.897362074,-1.090596291,0.127124115,0.581502928,0.42623739,0.923638155,0.785505809,0.150387159,1.605664365,2.421095588,-1.073025022,-0.936162582,1.809569734,1.809580658,1.022538246
"K11 O32",-0.240511211,0.531193316,-0.033412565,-1.04486244,0.536596386,1.561616573,0.652493803,-0.801897388,2.587540063,0.68524171,-0.773808734,1.924542865,1.463817855,2.457313247,2.45732393,2.399978023
"K21 O32",-0.238418629,0.542104589,-0.034100164,-0.700160512,0.798753499,1.584589226,-0.258661663,-1.635389915,2.546356384,0.839635187,-0.134827868,1.28584539,0.757941256,1.810140937,1.81015186,1.553176119
"K31 O32",-0.244054099,0.538847063,-0.068480123,-0.769100898,0.810890402,1.596117628,0.212084865,-1.464960189,3.04346762,0.515785454,-0.773808734,1.700907958,2.452045094,2.399621805,2.399632509,2.588567093
"K41 O32",-0.256941091,0.503691714,-0.289887056,-0.42439897,0.898276107,1.590345012,-0.068153827,-1.299232784,2.258911421,0.570489802,-0.134827868,0.930648691,0.757941256,2.088887704,2.088898524,1.739916277
"WS1 O32",0.24080344,-0.933987633,-1.131852241,-1.04486244,-0.759624897,0.922471934,1.089274719,0.353388442,1.225213272,0.742004015,0.504152998,0.314545816,0.475590616,2.259677219,2.259687975,1.876735799
"WB1 O32",0.261232015,-0.941036,-0.665660003,-0.42439897,-0.923473093,0.944544194,0.967926916,-0.331762504,2.269713703,1.946121778,1.143133856,1.06119107,3.299097013,2.325365494,2.325376226,2.780853988
"WP1 O32",0.348271009,-0.933526391,-0.350739583,-0.906981668,-0.370030299,0.950602915,0.774871966,-0.738067246,2.681066791,0.386981576,-1.412789601,2.373376564,1.322642535,2.491014188,2.491024858,2.481330171
"WK1 O32",0.332794187,-0.945691669,-0.508199792,1.850633755,-0.917404642,0.955197446,1.965498087,1.8156988,0.05641285,1.29749171,1.782114722,-0.637273103,-1.077337902,2.040906703,2.040917541,1.310968588
"BW12 O32",0.107686199,1.42604756,0.105826267,-0.493339355,-0.23531067,1.45749071,-0.488198267,-2.119464087,3.037253273,0.009770241,-1.412789601,1.875562996,1.463817855,1.836987449,1.836998363,1.904469486
"BW22 O32",0.09595945,1.413810213,0.052881131,-0.493339355,-0.3069184,1.463111858,-0.322414351,-1.694985648,2.54581025,0.121914156,-0.773808734,1.181107907,1.040291896,1.795860877,1.795871806,1.793534738
"BW32 O32",0.104557684,1.422977413,0.074540505,1.643812599,-0.297208878,1.410661842,0.234951623,-1.359684237,2.890228796,0.602530913,-0.773808734,1.815387736,1.746168495,2.063183596,2.063194426,2.235424815
"BW42 O32",0.107126795,1.428800604,0.116827854,-0.010756656,-0.349397563,1.428627635,-0.621315785,-1.731829162,2.099646545,1.101697798,0.504152998,0.789241098,1.181467216,1.009315183,1.009326404,0.909754586
"K12 O32",-0.163437883,0.723675695,-0.762955286,-1.04486244,0.304781531,-0.119880627,-0.576643721,-1.859075305,2.409102333,0.570489802,-0.134827868,0.930648691,0.899116576,1.41201287,1.412023941,1.305421851
"K22 O32",-0.164308065,0.746795489,-0.941731071,-1.113802826,-0.047188668,-0.066185208,-0.512504103,-1.471096508,1.809774036,1.230159871,1.143133856,0.116321406,-0.089110663,1.102421173,1.10243236,0.909754586
"K32 O32",-0.172657676,0.74574328,-1.166919799,-0.700160512,0.718649936,-0.160701264,-0.951867441,-1.502433439,1.112212569,1.230159871,1.143133856,0.116321406,-0.089110663,0.029703081,0.029714667,-0.060924452
"K42 O32",-0.172740551,0.730493441,-1.255620093,-0.838041283,0.574220786,-0.187570011,-0.614341994,-1.592153203,1.856192089,0.742004015,0.504152998,0.314545816,-0.089110663,1.109275602,1.109286786,0.915301323
"O12 O32",-1.254066923,-1.353862707,-1.300314039,-0.975922055,-1.059406411,-1.34257272,-2.919248411,-2.42895117,-0.573548744,-0.582990431,-0.134827868,-0.591622896,-1.218513222,-1.057866273,-1.057854283,-1.200409196
"O22 O32",-1.19135161,-1.281389934,0.084854492,-0.217577812,-0.980516539,-1.123836041,-2.203989369,-1.574001876,-0.908174141,-1.121863773,-1.483787478,0.475728277,-0.794987262,-0.355858533,-0.355846805,-0.71396033
"BW11 O42",0.085848755,1.356587279,0.097231277,-0.42439897,-0.223173767,2.4587197,0.084911453,-1.959059395,3.728568151,1.392878487,-0.837706824,2.942671048,2.734395734,1.805571318,1.805582243,2.21545656
"BW21 O42",0.084999291,1.358043077,0.099294075,0.885468357,-0.185549366,2.460040838,-0.078114696,-2.038444048,3.593649886,1.208464048,-1.668381949,3.794485357,2.593220414,1.297201189,1.297212303,1.535056777
"BW31 O42",0.085869473,1.356428727,0.097575077,0.609706814,-0.163702941,2.43745527,0.181686178,-1.594960975,3.228982072,0.839635187,-1.668381949,3.307734323,2.310869774,1.677050779,1.677061752,1.941817517
"BW41 O42",0.087402653,1.359686255,0.092418083,-0.079697042,-0.289926736,2.44597114,-0.674846949,-1.709732602,1.967265021,0.528435832,-0.837706824,1.801848298,0.475590616,0.323301111,0.323312587,0.392428882
"O11 O42",-1.113408098,-0.907610312,-0.944481467,0.127124115,0.524459482,0.355451326,-0.129199304,-2.00145455,3.438235947,0.328949062,-2.499057074,3.728961178,2.452045094,2.179137682,2.179148468,2.272772846
"O21 O42",-1.128615577,-0.889506532,-1.080969902,-0.631220126,0.218609516,0.362654473,0.019451615,-1.970436955,3.636908687,1.208464048,-1.668381949,3.794485357,3.016746373,1.82042258,1.820433499,1.951062079
"O31 O42",-1.109595869,-0.877975463,-0.907694911,-0.975922055,0.639760064,0.390760209,-0.10377564,-1.322280426,2.23985861,1.047101423,-0.007031698,1.391152109,0.475590616,1.867261176,1.867272078,1.392690519
"O41 O42",-1.130045164,-0.88619135,-1.0005208,-0.493339355,0.560870192,0.39308272,0.307421068,-0.108102875,0.725875821,-0.170635179,-0.007031698,-0.215919928,-0.512636622,1.743310257,1.743321205,1.096864526
"K11 O42",-0.244136973,0.520022591,-0.123488056,-0.56227974,0.51596365,1.528461903,1.047188064,-0.448447484,2.61928297,1.25456766,-0.837706824,2.760139405,1.887343815,2.391053769,2.391064477,2.474304303
"K21 O42",-0.242044391,0.530933866,-0.124175656,-0.906981668,0.778120763,1.551434556,-0.181604916,-1.829819994,3.034316653,0.570489802,-1.668381949,2.952537624,1.181467216,1.743881459,1.743892407,1.6275024
"K31 O42",-0.24767986,0.527676339,-0.158555614,-0.838041283,0.790257667,1.562962956,0.5676229,-1.209568921,3.18726359,1.101697798,-0.837706824,2.558393905,2.875571054,2.333362328,2.333373057,2.662893374
"K41 O42",-0.260566851,0.492520991,-0.379962548,-1.04486244,0.877643371,1.557190341,-0.213670215,-1.79602238,2.917417043,0.253848168,-1.668381949,2.534659148,1.181467216,2.022628226,2.022639071,1.814242558
"WS1 O42",0.244429201,-0.945158358,-1.221927732,-0.56227974,-0.738992161,0.889317264,1.279204374,0.420286556,1.429189514,0.411317797,-0.837706824,1.647285219,0.899116576,2.193417742,2.193428523,1.951062079
"WB1 O42",0.264857777,-0.952206723,-0.755735494,-1.04486244,-0.902840357,0.911389523,1.181942807,-0.240594006,2.47068739,2.183226052,0.823643427,1.795329312,3.722622973,2.259106017,2.259116773,2.855180269
"WP1 O42",0.35189677,-0.944697114,-0.440815074,-0.286518198,-0.349397563,0.917448244,0.850298365,-0.889644587,3.087857879,0.920597624,-1.668381949,3.414582117,1.746168495,2.42475471,2.424765405,2.555656451
"WK1 O42",0.336419949,-0.956862393,-0.598275284,1.230170285,-0.938037377,0.922042775,2.392814303,2.236995616,0.020126677,1.605664365,1.654318552,-0.062080561,-0.653811942,1.974647226,1.974658088,1.385294869
"BW12 O42",0.104060437,1.414876837,0.015750776,0.127124115,-0.214677934,1.42433604,-0.029635857,-1.769251518,3.184648359,0.570489802,-1.668381949,2.952537624,1.887343815,1.770727972,1.77073891,1.978795766
"BW22 O42",0.092333688,1.402639489,-0.03719436,0.127124115,-0.286285665,1.429957187,0.677571175,-0.554235541,2.177707292,1.718315718,0.823643427,1.181777583,1.463817855,1.729601399,1.729612353,1.867861019
"BW32 O42",0.100931923,1.411806689,-0.015534987,1.023349129,-0.276576142,1.37750717,0.804776379,-0.767180022,2.785686295,1.1800926,-0.837706824,2.661853137,2.169694454,1.996924119,1.996934973,2.309751095
"BW42 O42",0.103501034,1.417629879,0.026752363,-0.631220126,-0.328764827,1.395472963,-0.408371291,-1.742485688,2.484994664,1.788052265,0.823643427,1.273810338,1.604993175,0.943055706,0.943066952,0.984080867
"K12 O42",-0.167063644,0.712504971,-0.853030777,-0.42439897,0.284148795,-0.153035299,0.096598909,-1.22471576,2.405697959,1.718315718,0.823643427,1.181777583,1.322642535,1.345753392,1.345764488,1.379748131
"K22 O42",-0.167933826,0.735624766,-1.031806562,-0.493339355,-0.067821403,-0.099339878,-0.630122834,-1.912804023,2.415477759,0.411317797,-0.837706824,1.647285219,0.334415297,1.036161696,1.036172907,0.984080867
"K32 O42",-0.176283437,0.734572556,-1.256995291,-0.906981668,0.6980172,-0.193855935,-0.864227146,-1.666475359,1.562783285,1.482111275,0.823643427,0.870053721,0.334415297,-0.036556396,-0.036544786,0.013401829
"K42 O42",-0.176366311,0.719322716,-1.337444393,-0.769100898,0.55358805,-0.220724683,-0.031651285,-1.105735175,1.967762513,1.482111275,0.823643427,0.870053721,0.334415297,1.043016125,1.043027333,0.989627604
"O12 O42",-1.250441162,-1.359094929,-1.292750447,-0.631220126,-1.080039147,-1.30941805,-1.918456525,-1.689689345,-0.206033927,1.503527143,1.654318552,-0.196873153,-0.794987262,-0.991606795,-0.99159483,-1.126082916
"O22 O42",-1.187725848,-1.27021921,0.174929984,-0.838041283,-1.001149274,-1.09068137,-1.886357794,-1.42049779,-0.643176332,-0.208615267,0.362157242,-0.752794077,-1.218513222,-0.422118011,-0.422106257,-0.63963405
"O32 O42",-1.251953622,-1.350893456,-1.251494497,-0.493339355,-1.060620101,-1.312338016,-3.151266023,-2.691034791,-0.492885584,-0.892256873,-0.837706824,-0.073069083,-0.936162582,-1.039587796,-1.039575813,-1.145311605
"BW11 WS2",1.445053485,0.776199717,1.061932914,0.196064501,-0.952601661,2.248742922,0.417147503,0.059593406,0.607717668,1.110611494,0.579327211,0.70189248,0.899116576,0.059976808,0.059988382,0.407405072
"BW21 WS2",1.444204021,0.777655515,1.063995713,1.505931827,-0.914977261,2.250064059,0.103116221,-0.201504069,0.545669787,0.648127892,-0.397937644,1.380001982,0.757941256,-0.448393321,-0.448381558,-0.27299471
"BW31 WS2",1.445074203,0.776041166,1.062276715,1.230170285,-0.893130834,2.227478493,-0.168976143,-0.485058527,0.59674592,0.627754774,0.090694788,0.708885848,0.475590616,-0.06854373,-0.068532108,0.133766029
